,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Establishment_Year
5547,7.945,Low Fat,0.01596609,Snack Foods,163.521,Medium,Tier 2,Supermarket Type1,2007
5548,12.857645184135976,Low Fat,0.008792907,Frozen Foods,96.7384,Medium,Tier 3,Supermarket Type3,1985
5549,5.765,Low Fat,0.072238195,Frozen Foods,120.0098,High,Tier 3,Supermarket Type1,1987
5550,14.1,Low Fat,0.08849163,Dairy,231.1668,Medium,Tier 2,Supermarket Type1,2007
5551,20.7,Low Fat,0.170500183,Canned,184.1266,Medium,Tier 3,Supermarket Type2,2009
5552,10.6,Low Fat,0.011134397,Breads,42.8454,Medium,Tier 3,Supermarket Type2,2009
5553,9.3,Low Fat,0.044730667,Household,245.1802,Medium,Tier 1,Supermarket Type1,1999
5554,12.6,Regular,0.04179272,Fruits and Vegetables,122.0072,Medium,Tier 2,Supermarket Type1,2007
5555,8.6,Regular,0.054484461,Breads,130.131,Small,Tier 1,Supermarket Type1,1997
5556,19.85,Low Fat,0.175849067,Fruits and Vegetables,222.0772,High,Tier 3,Supermarket Type1,1987
5557,10.65,Low Fat,0.024069113,Fruits and Vegetables,56.2272,Medium,Tier 3,Supermarket Type2,2009
5558,9.0,Low Fat,0.06953231,Health and Hygiene,266.5884,Small,Tier 2,Supermarket Type1,2004
5559,10.0,Low Fat,0.045848263,Frozen Foods,138.518,Small,Tier 2,Supermarket Type1,2004
5560,20.25,Regular,0.076160451,Dairy,196.2794,Small,Tier 1,Supermarket Type1,1997
5561,15.6,Regular,0.099704558,Dairy,63.1194,Medium,Tier 2,Supermarket Type1,2007
5562,12.5,Regular,0.073735058,Canned,87.1198,Small,Tier 1,Supermarket Type1,1997
5563,4.785,Low Fat,0.0931174,Breads,118.6098,Medium,Tier 2,Supermarket Type1,2007
5564,6.92,Low Fat,0.038446805,Dairy,63.5852,Small,Tier 2,Supermarket Type1,2004
5565,15.0,Regular,0.078172471,Meat,238.8248,Medium,Tier 2,Supermarket Type1,2002
5566,8.365,Low Fat,0.071992202,Hard Drinks,38.3506,Medium,Tier 2,Supermarket Type1,2002
5567,7.785,Regular,0.038210084,Fruits and Vegetables,103.8964,Medium,Tier 2,Supermarket Type1,2002
5568,10.8,Low Fat,0.0824812,Dairy,191.6504,High,Tier 3,Supermarket Type1,1987
5569,6.57,Low Fat,0.066069578,Hard Drinks,261.0278,Small,Tier 1,Supermarket Type1,1997
5570,8.38,Regular,0.046848322,Baking Goods,110.557,High,Tier 3,Supermarket Type1,1987
5571,11.6,Regular,0.077164595,Frozen Foods,172.5106,Small,Tier 1,Supermarket Type1,1997
5572,11.3,Regular,0.066833743,Frozen Foods,257.2962,Medium,Tier 1,Supermarket Type1,1999
5573,7.67,Low Fat,0.185596553,Household,35.7216,Medium,Tier 3,Supermarket Type2,2009
5574,8.96,Regular,0.068925304,Fruits and Vegetables,196.9768,Small,Tier 2,Supermarket Type1,2004
5575,6.67,Regular,0.12367891,Snack Foods,88.9514,Medium,Tier 2,Supermarket Type1,2002
5576,18.7,Low Fat,0.046348967,Health and Hygiene,153.6682,Medium,Tier 2,Supermarket Type1,2007
5577,17.85,Regular,0.021065311,Meat,261.5936,Medium,Tier 2,Supermarket Type1,2007
5578,12.857645184135976,Low Fat,0.077849833,Snack Foods,127.202,Small,Tier 1,Grocery Store,1985
5579,7.725,Low Fat,0.029236727,Household,123.8414,Medium,Tier 2,Supermarket Type1,2007
5580,19.6,Regular,0.127929521,Snack Foods,167.4816,High,Tier 3,Supermarket Type1,1987
5581,18.7,Regular,0.091560606,Meat,182.3292,Small,Tier 2,Supermarket Type1,2004
5582,12.857645184135976,Regular,0.081605462,Fruits and Vegetables,122.3388,Small,Tier 1,Grocery Store,1985
5583,13.35,Regular,0.014626901,Canned,207.7638,Small,Tier 1,Supermarket Type1,1997
5584,5.26,Regular,0.041837331,Baking Goods,161.8868,Medium,Tier 1,Supermarket Type1,1999
5585,8.945,Regular,0.088002959,Dairy,261.391,Medium,Tier 3,Supermarket Type2,2009
5586,20.6,Low Fat,0.04551031,Health and Hygiene,149.6392,Medium,Tier 2,Supermarket Type1,2002
5587,14.6,Low Fat,0.150801606,Soft Drinks,48.7692,Medium,Tier 1,Supermarket Type1,1999
5588,5.94,Low Fat,0.03495749,Canned,177.1344,Medium,Tier 2,Supermarket Type1,2002
5589,6.75,Regular,0.108458498,Dairy,96.9752,Medium,Tier 2,Supermarket Type1,2002
5590,16.7,Low Fat,0.022155562,Dairy,109.5886,Medium,Tier 3,Supermarket Type2,2009
5591,13.5,Low Fat,0.055301055,Health and Hygiene,34.6874,Medium,Tier 2,Supermarket Type1,2007
5592,8.42,Regular,0.030816999,Canned,230.8352,High,Tier 3,Supermarket Type1,1987
5593,7.68,Low Fat,0.0711891,Fruits and Vegetables,193.3162,Medium,Tier 3,Supermarket Type2,2009
5594,17.75,Regular,0.029821648,Fruits and Vegetables,139.9838,Medium,Tier 2,Supermarket Type1,2007
5595,4.92,Low Fat,0.046142232,Baking Goods,199.1084,Medium,Tier 3,Supermarket Type2,2009
5596,8.27,Regular,0.089735804,Snack Foods,148.7708,Medium,Tier 2,Supermarket Type1,2002
5597,20.7,Regular,0.04745185,Dairy,214.6876,High,Tier 3,Supermarket Type1,1987
5598,11.6,Regular,0.077150004,Frozen Foods,170.2106,Small,Tier 2,Supermarket Type1,2004
5599,12.857645184135976,Low Fat,0.181114059,Snack Foods,141.647,Small,Tier 1,Grocery Store,1985
5600,19.35,Regular,0.018562604,Snack Foods,110.5544,Small,Tier 1,Supermarket Type1,1997
5601,20.25,Regular,0.018789455,Fruits and Vegetables,222.0772,High,Tier 3,Supermarket Type1,1987
5602,11.3,Regular,0.066674465,Frozen Foods,259.1962,High,Tier 3,Supermarket Type1,1987
5603,11.15,Regular,0.143831787,Snack Foods,169.979,Medium,Tier 3,Grocery Store,1998
5604,12.857645184135976,Low Fat,0.023402893,Others,108.228,Small,Tier 1,Grocery Store,1985
5605,18.7,Regular,0.070979698,Frozen Foods,229.501,Medium,Tier 3,Supermarket Type2,2009
5606,12.857645184135976,Low Fat,0.018847114,Hard Drinks,148.0392,Small,Tier 1,Grocery Store,1985
5607,5.88,Low Fat,0.086945823,Frozen Foods,152.9998,Medium,Tier 2,Supermarket Type1,2007
5608,20.85,Low Fat,0.121438886,Snack Foods,196.1452,Medium,Tier 1,Supermarket Type1,1999
5609,8.27,Regular,0.0,Soft Drinks,183.2924,Medium,Tier 2,Supermarket Type1,2007
5610,17.6,Regular,0.053288857,Starchy Foods,47.306,Medium,Tier 2,Supermarket Type1,2002
5611,18.2,Regular,0.066431507,Fruits and Vegetables,250.1092,Medium,Tier 2,Supermarket Type1,2002
5612,12.857645184135976,Low Fat,0.037824735,Fruits and Vegetables,109.7228,Small,Tier 1,Grocery Store,1985
5613,20.6,Regular,0.047936284,Fruits and Vegetables,185.7556,Small,Tier 1,Supermarket Type1,1997
5614,15.5,Low Fat,0.103356186,Snack Foods,142.847,High,Tier 3,Supermarket Type1,1987
5615,15.35,Regular,0.055067732,Meat,146.5734,High,Tier 3,Supermarket Type1,1987
5616,9.8,Regular,0.063916425,Fruits and Vegetables,117.1492,Medium,Tier 1,Supermarket Type1,1999
5617,11.65,Regular,0.059063036,Baking Goods,172.0422,Medium,Tier 2,Supermarket Type1,2007
5618,16.35,Low Fat,0.013442036,Others,104.528,Medium,Tier 2,Supermarket Type1,2007
5619,12.857645184135976,Low Fat,0.01724183,Soft Drinks,197.0768,Medium,Tier 3,Supermarket Type3,1985
5620,18.7,Low Fat,0.089777214,Snack Foods,256.4672,Medium,Tier 2,Supermarket Type1,2007
5621,16.5,Low Fat,0.028418817,Snack Foods,92.8146,Small,Tier 1,Supermarket Type1,1997
5622,5.48,Low Fat,0.015108194,Frozen Foods,83.725,Small,Tier 1,Supermarket Type1,1997
5623,9.6,Low Fat,0.035780385,Snack Foods,241.317,Medium,Tier 2,Supermarket Type1,2007
5624,12.857645184135976,Regular,0.073462632,Snack Foods,52.364,Small,Tier 1,Grocery Store,1985
5625,9.06,Low Fat,0.009816092,Others,211.856,Medium,Tier 3,Supermarket Type2,2009
5626,15.6,Low Fat,0.172946916,Fruits and Vegetables,114.1518,Medium,Tier 2,Supermarket Type1,2002
5627,16.75,Regular,0.024892129,Soft Drinks,37.8822,Medium,Tier 1,Supermarket Type1,1999
5628,11.8,Low Fat,0.022824491,Health and Hygiene,177.0686,High,Tier 3,Supermarket Type1,1987
5629,9.5,Regular,0.0,Frozen Foods,231.3668,High,Tier 3,Supermarket Type1,1987
5630,9.0,Regular,0.069229076,Breakfast,55.9614,Medium,Tier 2,Supermarket Type1,2002
5631,10.195,Low Fat,0.051766042,Breads,34.5558,Medium,Tier 2,Supermarket Type1,2002
5632,15.1,Low Fat,0.095140088,Baking Goods,159.9604,Small,Tier 2,Supermarket Type1,2004
5633,13.0,Regular,0.044976367,Soft Drinks,176.2054,Small,Tier 2,Supermarket Type1,2004
5634,12.857645184135976,Low Fat,0.212293753,Canned,92.2778,Small,Tier 1,Grocery Store,1985
5635,12.857645184135976,Low Fat,0.025354072,Health and Hygiene,144.476,Medium,Tier 3,Supermarket Type3,1985
5636,10.3,Low Fat,0.195721125,Health and Hygiene,156.463,Medium,Tier 3,Grocery Store,1998
5637,6.96,Low Fat,0.077508015,Soft Drinks,92.3146,Medium,Tier 3,Supermarket Type2,2009
5638,16.75,Low Fat,0.045009952,Snack Foods,186.8556,High,Tier 3,Supermarket Type1,1987
5639,12.857645184135976,Regular,0.037962696,Dairy,97.5726,Medium,Tier 3,Supermarket Type3,1985
5640,12.857645184135976,Regular,0.187443314,Dairy,220.4772,Small,Tier 1,Grocery Store,1985
5641,5.88,Low Fat,0.086384841,Frozen Foods,153.2998,High,Tier 3,Supermarket Type1,1987
5642,12.857645184135976,Regular,0.158947217,Fruits and Vegetables,145.5102,Medium,Tier 3,Supermarket Type3,1985
5643,18.85,Low Fat,0.141615436,Canned,169.0132,Small,Tier 2,Supermarket Type1,2004
5644,16.0,Low Fat,0.0,Household,228.8668,Small,Tier 1,Supermarket Type1,1997
5645,11.5,Low Fat,0.01484819,Starchy Foods,172.108,High,Tier 3,Supermarket Type1,1987
5646,7.31,Low Fat,0.026843265,Snack Foods,109.757,Medium,Tier 2,Supermarket Type1,2002
5647,16.7,Low Fat,0.070154899,Dairy,218.185,Small,Tier 1,Supermarket Type1,1997
5648,9.895,Regular,0.028765486,Canned,115.3492,Medium,Tier 1,Supermarket Type1,1999
5649,12.857645184135976,Low Fat,0.012656359,Meat,37.8822,Medium,Tier 3,Supermarket Type3,1985
5650,8.895,Low Fat,0.0,Breakfast,178.437,Small,Tier 1,Supermarket Type1,1997
5651,7.93,Low Fat,0.005547386,Frozen Foods,121.5414,Small,Tier 2,Supermarket Type1,2004
5652,7.645,Regular,0.0,Snack Foods,41.7112,Medium,Tier 2,Supermarket Type1,2002
5653,14.6,Low Fat,0.02575512,Household,199.6084,Medium,Tier 2,Supermarket Type1,2002
5654,12.857645184135976,Regular,0.027214272,Canned,159.692,Medium,Tier 3,Supermarket Type3,1985
5655,8.02,Low Fat,0.111666665,Snack Foods,155.2998,Medium,Tier 2,Supermarket Type1,2002
5656,5.945,Low Fat,0.093026207,Household,128.7652,Small,Tier 1,Supermarket Type1,1997
5657,6.98,Low Fat,0.041189152,Canned,82.8934,Medium,Tier 2,Supermarket Type1,2002
5658,10.1,Low Fat,0.046584552,Hard Drinks,61.2878,Small,Tier 1,Supermarket Type1,1997
5659,19.1,Low Fat,0.097280981,Fruits and Vegetables,232.6958,Medium,Tier 2,Supermarket Type1,2007
5660,14.35,Low Fat,0.080922439,Baking Goods,80.096,Medium,Tier 3,Supermarket Type2,2009
5661,11.6,Low Fat,0.017780986,Canned,177.3686,Medium,Tier 2,Supermarket Type1,2002
5662,15.7,Low Fat,0.055979703,Health and Hygiene,151.9024,Small,Tier 2,Supermarket Type1,2004
5663,11.85,Low Fat,0.132645493,Dairy,96.9726,Small,Tier 2,Supermarket Type1,2004
5664,17.5,Low Fat,0.026182758,Snack Foods,253.6356,Medium,Tier 1,Supermarket Type1,1999
5665,12.857645184135976,Regular,0.0,Fruits and Vegetables,188.2556,Medium,Tier 3,Supermarket Type3,1985
5666,8.38,Regular,0.04688734,Baking Goods,107.957,Small,Tier 1,Supermarket Type1,1997
5667,12.5,Low Fat,0.071354774,Starchy Foods,125.702,Medium,Tier 1,Supermarket Type1,1999
5668,12.85,Low Fat,0.0,Starchy Foods,254.704,Small,Tier 2,Supermarket Type1,2004
5669,15.5,Regular,0.086320509,Frozen Foods,48.1692,Medium,Tier 2,Supermarket Type1,2007
5670,12.857645184135976,Low Fat,0.137539574,Canned,38.8506,Small,Tier 1,Grocery Store,1985
5671,12.857645184135976,Low Fat,0.010467749,Household,162.9526,Small,Tier 1,Grocery Store,1985
5672,11.1,Low Fat,0.044814962,Snack Foods,174.4054,Small,Tier 2,Supermarket Type1,2004
5673,14.35,Regular,0.090913642,Frozen Foods,231.2984,Small,Tier 1,Supermarket Type1,1997
5674,17.35,Low Fat,0.020559846,Others,78.7618,Small,Tier 1,Supermarket Type1,1997
5675,12.857645184135976,Regular,0.037681359,Frozen Foods,125.1046,Medium,Tier 3,Supermarket Type3,1985
5676,15.1,Low Fat,0.095545715,Baking Goods,157.3604,Medium,Tier 3,Supermarket Type2,2009
5677,12.15,Low Fat,0.018395194,Frozen Foods,251.6698,High,Tier 3,Supermarket Type1,1987
5678,10.695,Regular,0.087272074,Snack Foods,153.7972,Medium,Tier 2,Supermarket Type1,2007
5679,12.857645184135976,Low Fat,0.145464606,Meat,105.7648,Medium,Tier 3,Supermarket Type3,1985
5680,7.825,Regular,0.149890395,Frozen Foods,159.0288,High,Tier 3,Supermarket Type1,1987
5681,18.35,Low Fat,0.041634206,Hard Drinks,188.1872,High,Tier 3,Supermarket Type1,1987
5682,12.857645184135976,Low Fat,0.043029436,Baking Goods,94.7436,Medium,Tier 3,Supermarket Type3,1985
5683,17.85,Low Fat,0.06594351,Frozen Foods,149.105,Medium,Tier 2,Supermarket Type1,2002
5684,16.75,Low Fat,0.032637373,Health and Hygiene,191.6162,Medium,Tier 1,Supermarket Type1,1999
5685,10.395,Regular,0.091096531,Baking Goods,52.3008,High,Tier 3,Supermarket Type1,1987
5686,9.065,Low Fat,0.115307979,Frozen Foods,97.0094,Small,Tier 2,Supermarket Type1,2004
5687,7.945,Low Fat,0.015873285,Snack Foods,161.321,Small,Tier 2,Supermarket Type1,2004
5688,7.325,Low Fat,0.156307983,Fruits and Vegetables,92.2146,Medium,Tier 3,Grocery Store,1998
5689,13.15,Low Fat,0.024790707,Household,177.5686,Medium,Tier 2,Supermarket Type1,2007
5690,10.5,Regular,0.093746136,Snack Foods,211.9244,Small,Tier 2,Supermarket Type1,2004
5691,6.615,Regular,0.092158377,Canned,251.1408,Medium,Tier 2,Supermarket Type1,2002
5692,15.0,Low Fat,0.046469277,Breads,123.8414,Medium,Tier 2,Supermarket Type1,2002
5693,12.857645184135976,Regular,0.033144603,Fruits and Vegetables,62.7536,Small,Tier 1,Grocery Store,1985
5694,6.11,Regular,0.102901425,Fruits and Vegetables,128.4968,Small,Tier 2,Supermarket Type1,2004
5695,14.65,Low Fat,0.170663661,Hard Drinks,56.4614,Medium,Tier 2,Supermarket Type1,2002
5696,10.1,Low Fat,0.024213342,Canned,116.715,Medium,Tier 2,Supermarket Type1,2002
5697,12.857645184135976,Low Fat,0.08279545,Frozen Foods,245.8776,Medium,Tier 3,Supermarket Type3,1985
5698,18.7,Low Fat,0.037622954,Fruits and Vegetables,110.7886,Small,Tier 1,Supermarket Type1,1997
5699,6.035,Regular,0.066155883,Baking Goods,184.424,Medium,Tier 2,Supermarket Type1,2007
5700,8.35,Regular,0.126869718,Frozen Foods,74.4354,Small,Tier 1,Supermarket Type1,1997
5701,15.5,Regular,0.025409912,Baking Goods,83.2934,Medium,Tier 1,Supermarket Type1,1999
5702,17.75,Low Fat,0.076389281,Baking Goods,111.1544,Medium,Tier 2,Supermarket Type1,2007
5703,12.857645184135976,Low Fat,0.053113721,Soft Drinks,44.377,Medium,Tier 3,Supermarket Type3,1985
5704,18.25,Low Fat,0.07595723,Snack Foods,214.1218,Small,Tier 2,Supermarket Type1,2004
5705,12.857645184135976,Low Fat,0.120986139,Breads,216.1166,Small,Tier 1,Grocery Store,1985
5706,6.4,Low Fat,0.084885375,Frozen Foods,39.2796,Medium,Tier 1,Supermarket Type1,1999
5707,8.71,Low Fat,0.139795569,Canned,47.2376,Medium,Tier 3,Supermarket Type2,2009
5708,12.857645184135976,Low Fat,0.02573918,Starchy Foods,120.744,Medium,Tier 3,Supermarket Type3,1985
5709,12.857645184135976,Low Fat,0.143591586,Frozen Foods,213.5534,Small,Tier 1,Grocery Store,1985
5710,17.7,Low Fat,0.029999653,Snack Foods,169.7816,Medium,Tier 2,Supermarket Type1,2002
5711,15.6,Low Fat,0.037901015,Snack Foods,124.1704,Medium,Tier 2,Supermarket Type1,2007
5712,6.57,Low Fat,0.096799953,Household,192.382,High,Tier 3,Supermarket Type1,1987
5713,12.857645184135976,Low Fat,0.048830264,Snack Foods,113.1176,Medium,Tier 3,Supermarket Type3,1985
5714,11.8,Low Fat,0.022879017,Health and Hygiene,176.0686,Medium,Tier 1,Supermarket Type1,1999
5715,6.89,Regular,0.136314863,Snack Foods,195.082,High,Tier 3,Supermarket Type1,1987
5716,8.51,Low Fat,0.016143389,Household,194.2478,Medium,Tier 2,Supermarket Type1,2002
5717,21.25,Low Fat,0.114246019,Health and Hygiene,231.23,Medium,Tier 2,Supermarket Type1,2007
5718,7.235,Low Fat,0.076975118,Household,116.6492,Medium,Tier 1,Supermarket Type1,1999
5719,12.857645184135976,Regular,0.06216667,Snack Foods,112.3518,Small,Tier 1,Grocery Store,1985
5720,17.0,Regular,0.01599013,Snack Foods,228.8352,Medium,Tier 1,Supermarket Type1,1999
5721,19.5,Low Fat,0.128728258,Breads,155.3314,Medium,Tier 3,Supermarket Type2,2009
5722,12.857645184135976,Low Fat,0.080771137,Fruits and Vegetables,146.4734,Medium,Tier 3,Supermarket Type3,1985
5723,8.18,Regular,0.082568705,Frozen Foods,56.1588,Medium,Tier 2,Supermarket Type1,2002
5724,10.8,Low Fat,0.098395216,Meat,100.8042,Small,Tier 2,Supermarket Type1,2004
5725,19.35,Low Fat,0.027714371,Health and Hygiene,65.6168,Small,Tier 1,Supermarket Type1,1997
5726,21.1,Low Fat,0.0,Household,233.2958,Medium,Tier 3,Supermarket Type2,2009
5727,16.1,Low Fat,0.06528457,Dairy,145.076,Medium,Tier 1,Supermarket Type1,1999
5728,12.857645184135976,Regular,0.102999154,Fruits and Vegetables,169.9448,Small,Tier 1,Grocery Store,1985
5729,12.857645184135976,Low Fat,0.057969482,Household,119.3124,Small,Tier 1,Grocery Store,1985
5730,17.6,Low Fat,0.016804724,Snack Foods,163.4552,Medium,Tier 3,Grocery Store,1998
5731,9.0,Low Fat,0.086440911,Snack Foods,167.0816,Medium,Tier 2,Supermarket Type1,2007
5732,12.857645184135976,Regular,0.302478871,Snack Foods,155.4972,Small,Tier 1,Grocery Store,1985
5733,12.15,Regular,0.058663727,Fruits and Vegetables,164.1552,Medium,Tier 3,Supermarket Type2,2009
5734,9.395,Regular,0.286344848,Fruits and Vegetables,139.1838,Medium,Tier 3,Grocery Store,1998
5735,12.857645184135976,Regular,0.072762086,Fruits and Vegetables,120.9072,Small,Tier 1,Grocery Store,1985
5736,14.3,Low Fat,0.123264522,Dairy,123.273,Medium,Tier 2,Supermarket Type1,2007
5737,6.3,Low Fat,0.127647181,Canned,207.927,Medium,Tier 1,Supermarket Type1,1999
5738,12.857645184135976,Low Fat,0.173206192,Dairy,53.3298,Medium,Tier 3,Supermarket Type3,1985
5739,8.155,Low Fat,0.119937231,Meat,189.153,Medium,Tier 3,Supermarket Type2,2009
5740,7.575,Low Fat,0.055379648,Dairy,198.1768,Small,Tier 2,Supermarket Type1,2004
5741,11.8,Regular,0.107223632,Dairy,223.5772,Medium,Tier 1,Supermarket Type1,1999
5742,18.75,Low Fat,0.0,Household,213.3218,Small,Tier 2,Supermarket Type1,2004
5743,12.15,Low Fat,0.06464846,Others,253.404,Small,Tier 2,Supermarket Type1,2004
5744,9.285,Regular,0.049280292,Frozen Foods,245.6144,Small,Tier 1,Supermarket Type1,1997
5745,12.857645184135976,Regular,0.028842332,Fruits and Vegetables,81.496,Medium,Tier 3,Supermarket Type3,1985
5746,12.857645184135976,Low Fat,0.118872194,Meat,188.353,Medium,Tier 3,Supermarket Type3,1985
5747,5.405,Regular,0.053924587,Canned,198.2742,Medium,Tier 2,Supermarket Type1,2007
5748,18.2,Regular,0.066297055,Fruits and Vegetables,247.1092,Small,Tier 1,Supermarket Type1,1997
5749,19.6,Low Fat,0.024264569,Dairy,46.5718,Medium,Tier 1,Supermarket Type1,1999
5750,20.25,Regular,0.076470697,Dairy,196.1794,Medium,Tier 3,Supermarket Type2,2009
5751,6.11,Regular,0.151827552,Soft Drinks,43.0086,High,Tier 3,Supermarket Type1,1987
5752,13.8,Low Fat,0.141325834,Dairy,265.0884,Small,Tier 2,Supermarket Type1,2004
5753,11.8,Regular,0.057538034,Meat,149.8366,Medium,Tier 2,Supermarket Type1,2002
5754,13.5,Regular,0.128791854,Starchy Foods,95.4068,Small,Tier 2,Supermarket Type1,2004
5755,8.695,Low Fat,0.119436131,Household,94.7094,High,Tier 3,Supermarket Type1,1987
5756,7.85,Low Fat,0.163310805,Hard Drinks,143.5444,Medium,Tier 2,Supermarket Type1,2002
5757,10.1,Regular,0.045878153,Snack Foods,38.5848,Medium,Tier 3,Supermarket Type2,2009
5758,5.75,Regular,0.075322658,Dairy,116.3176,Medium,Tier 2,Supermarket Type1,2002
5759,20.35,Low Fat,0.149753132,Dairy,259.7594,Medium,Tier 3,Grocery Store,1998
5760,14.5,Regular,0.0,Canned,41.0454,Medium,Tier 3,Supermarket Type2,2009
5761,12.857645184135976,Low Fat,0.036494521,Frozen Foods,179.0976,Medium,Tier 3,Supermarket Type3,1985
5762,6.135,Low Fat,0.132183029,Soft Drinks,115.086,Medium,Tier 3,Grocery Store,1998
5763,12.857645184135976,Low Fat,0.096592065,Dairy,54.893,Medium,Tier 3,Supermarket Type3,1985
5764,13.0,Low Fat,0.04188955,Household,255.9014,Medium,Tier 1,Supermarket Type1,1999
5765,16.0,Regular,0.106663245,Baking Goods,179.7634,High,Tier 3,Supermarket Type1,1987
5766,12.857645184135976,Low Fat,0.112249603,Health and Hygiene,123.3414,Small,Tier 1,Grocery Store,1985
5767,12.35,Low Fat,0.100322104,Fruits and Vegetables,113.7518,Medium,Tier 2,Supermarket Type1,2007
5768,11.395,Low Fat,0.021602001,Health and Hygiene,149.1708,Small,Tier 2,Supermarket Type1,2004
5769,7.435,Low Fat,0.123338082,Starchy Foods,206.1638,Medium,Tier 3,Supermarket Type2,2009
5770,12.8,Regular,0.114085368,Breads,141.3838,Medium,Tier 2,Supermarket Type1,2002
5771,9.695,Low Fat,0.049498821,Snack Foods,158.792,Medium,Tier 3,Grocery Store,1998
5772,18.5,Regular,0.045425939,Dairy,144.9102,High,Tier 3,Supermarket Type1,1987
5773,20.6,Regular,0.051068365,Dairy,213.0244,Medium,Tier 3,Grocery Store,1998
5774,11.6,Regular,0.144241314,Dairy,239.4222,Medium,Tier 1,Supermarket Type1,1999
5775,15.7,Low Fat,0.073605395,Baking Goods,249.6724,High,Tier 3,Supermarket Type1,1987
5776,10.695,Regular,0.12770295,Dairy,120.444,Small,Tier 2,Supermarket Type1,2004
5777,19.6,Regular,0.041655865,Frozen Foods,48.5376,Medium,Tier 2,Supermarket Type1,2002
5778,9.195,Low Fat,0.015859294,Baking Goods,84.5592,Small,Tier 1,Supermarket Type1,1997
5779,7.72,Low Fat,0.121497742,Fruits and Vegetables,119.744,Small,Tier 2,Supermarket Type1,2004
5780,8.77,Regular,0.046844194,Fruits and Vegetables,174.2422,Medium,Tier 1,Supermarket Type1,1999
5781,13.6,Regular,0.0,Fruits and Vegetables,156.4946,Medium,Tier 1,Supermarket Type1,1999
5782,21.25,Low Fat,0.155250377,Snack Foods,175.737,High,Tier 3,Supermarket Type1,1987
5783,9.035,Regular,0.174450933,Meat,151.0708,Medium,Tier 2,Supermarket Type1,2007
5784,16.7,Regular,0.199955274,Fruits and Vegetables,182.3976,Medium,Tier 3,Grocery Store,1998
5785,11.65,Low Fat,0.033830011,Seafood,111.686,High,Tier 3,Supermarket Type1,1987
5786,9.6,Low Fat,0.096217262,Soft Drinks,168.5158,High,Tier 3,Supermarket Type1,1987
5787,10.85,Low Fat,0.028674471,Household,115.1808,Small,Tier 2,Supermarket Type1,2004
5788,7.52,Low Fat,0.055213208,Fruits and Vegetables,129.5994,Medium,Tier 1,Supermarket Type1,1999
5789,12.5,Low Fat,0.00676387,Household,40.8112,Small,Tier 2,Supermarket Type1,2004
5790,11.3,Low Fat,0.094460314,Baking Goods,245.3118,Medium,Tier 3,Grocery Store,1998
5791,20.75,Low Fat,0.025130632,Health and Hygiene,150.0734,Small,Tier 1,Supermarket Type1,1997
5792,15.35,Low Fat,0.013812772,Frozen Foods,64.7168,Small,Tier 1,Supermarket Type1,1997
5793,10.5,Regular,0.116673795,Baking Goods,161.721,Small,Tier 1,Supermarket Type1,1997
5794,20.75,Regular,0.0,Seafood,239.988,Medium,Tier 2,Supermarket Type1,2002
5795,12.857645184135976,Regular,0.245407386,Baking Goods,92.812,Small,Tier 1,Grocery Store,1985
5796,12.5,Regular,0.062597392,Baking Goods,196.9426,Medium,Tier 3,Supermarket Type2,2009
5797,20.5,Low Fat,0.141674844,Starchy Foods,90.7172,High,Tier 3,Supermarket Type1,1987
5798,13.6,Regular,0.119361718,Dairy,231.63,Medium,Tier 1,Supermarket Type1,1999
5799,12.857645184135976,Regular,0.118883724,Fruits and Vegetables,180.3976,Medium,Tier 3,Supermarket Type3,1985
5800,12.857645184135976,Low Fat,0.016876708,Fruits and Vegetables,210.0586,Medium,Tier 3,Supermarket Type3,1985
5801,13.8,Low Fat,0.141352562,Dairy,264.1884,Small,Tier 1,Supermarket Type1,1997
5802,8.195,Low Fat,0.031397503,Baking Goods,91.3462,Small,Tier 2,Supermarket Type1,2004
5803,6.195,Low Fat,0.072278769,Snack Foods,120.6098,Medium,Tier 3,Supermarket Type2,2009
5804,12.857645184135976,Regular,0.014497036,Dairy,150.8708,Small,Tier 1,Grocery Store,1985
5805,14.0,Low Fat,0.028838938,Health and Hygiene,129.331,High,Tier 3,Supermarket Type1,1987
5806,12.857645184135976,Low Fat,0.013951504,Frozen Foods,36.719,Medium,Tier 3,Supermarket Type3,1985
5807,11.5,Regular,0.126114605,Frozen Foods,99.3358,Medium,Tier 3,Supermarket Type2,2009
5808,13.35,Low Fat,0.064938448,Baking Goods,90.0804,Small,Tier 2,Supermarket Type1,2004
5809,7.21,Regular,0.144511119,Snack Foods,100.5332,High,Tier 3,Supermarket Type1,1987
5810,19.0,Regular,0.097294728,Frozen Foods,47.7718,Small,Tier 2,Supermarket Type1,2004
5811,13.6,Regular,0.043646901,Fruits and Vegetables,155.7946,Small,Tier 2,Supermarket Type1,2004
5812,12.857645184135976,Low Fat,0.095746519,Snack Foods,208.6612,Medium,Tier 3,Supermarket Type3,1985
5813,18.35,Regular,0.092413792,Frozen Foods,183.6266,Medium,Tier 2,Supermarket Type1,2002
5814,6.305,Regular,0.123307177,Snack Foods,93.5436,Medium,Tier 1,Supermarket Type1,1999
5815,15.2,Low Fat,0.019031184,Snack Foods,235.5248,Small,Tier 2,Supermarket Type1,2004
